,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT
1572,Verkehrsunfälle,mit Personenschäden,2016,05,502.0
1573,Verkehrsunfälle,mit Personenschäden,2016,06,592.0
1574,Verkehrsunfälle,mit Personenschäden,2016,07,623.0
1575,Verkehrsunfälle,mit Personenschäden,2016,08,469.0
1576,Verkehrsunfälle,mit Personenschäden,2016,09,627.0
1577,Verkehrsunfälle,mit Personenschäden,2016,10,448.0
1578,Verkehrsunfälle,mit Personenschäden,2016,11,402.0
1579,Verkehrsunfälle,mit Personenschäden,2016,12,317.0
1270,Verkehrsunfälle,insgesamt,2016,01,3297.0
1271,Verkehrsunfälle,insgesamt,2016,02,3383.0
1868,Verkehrsunfälle,Verletzte und Getötete,2016,03,370.0
1867,Verkehrsunfälle,Verletzte und Getötete,2016,02,351.0
1874,Verkehrsunfälle,Verletzte und Getötete,2016,09,759.0
78,Alkoholunfälle,insgesamt,2016,01,21.0
79,Alkoholunfälle,insgesamt,2016,02,10.0
80,Alkoholunfälle,insgesamt,2016,03,20.0
81,Alkoholunfälle,insgesamt,2016,04,27.0
1866,Verkehrsunfälle,Verletzte und Getötete,2016,01,380.0
82,Alkoholunfälle,insgesamt,2016,05,25.0
1263,Verkehrsunfälle,insgesamt,2017,07,4355.0
1262,Verkehrsunfälle,insgesamt,2017,06,3818.0
1261,Verkehrsunfälle,insgesamt,2017,05,4314.0
1260,Verkehrsunfälle,insgesamt,2017,04,3533.0
1259,Verkehrsunfälle,insgesamt,2017,03,4106.0
1258,Verkehrsunfälle,insgesamt,2017,02,3223.0
1257,Verkehrsunfälle,insgesamt,2017,01,3320.0
365,Alkoholunfälle,Verletzte und Getötete,2017,03,15.0
967,Fluchtunfälle,Verletzte und Getötete,2017,09,59.0
968,Fluchtunfälle,Verletzte und Getötete,2017,10,59.0
1264,Verkehrsunfälle,insgesamt,2017,08,3267.0
364,Alkoholunfälle,Verletzte und Getötete,2017,02,4.0
363,Alkoholunfälle,Verletzte und Getötete,2017,01,4.0
970,Fluchtunfälle,Verletzte und Getötete,2017,12,33.0
966,Fluchtunfälle,Verletzte und Getötete,2017,08,38.0
969,Fluchtunfälle,Verletzte und Getötete,2017,11,48.0
1265,Verkehrsunfälle,insgesamt,2017,09,4017.0
1267,Verkehrsunfälle,insgesamt,2017,11,3809.0
1864,Verkehrsunfälle,Verletzte und Getötete,2017,12,376.0
1863,Verkehrsunfälle,Verletzte und Getötete,2017,11,443.0
1862,Verkehrsunfälle,Verletzte und Getötete,2017,10,572.0
1861,Verkehrsunfälle,Verletzte und Getötete,2017,09,546.0
1860,Verkehrsunfälle,Verletzte und Getötete,2017,08,504.0
1859,Verkehrsunfälle,Verletzte und Getötete,2017,07,752.0
1858,Verkehrsunfälle,Verletzte und Getötete,2017,06,668.0
1857,Verkehrsunfälle,Verletzte und Getötete,2017,05,631.0
1856,Verkehrsunfälle,Verletzte und Getötete,2017,04,439.0
1855,Verkehrsunfälle,Verletzte und Getötete,2017,03,486.0
1854,Verkehrsunfälle,Verletzte und Getötete,2017,02,334.0
1853,Verkehrsunfälle,Verletzte und Getötete,2017,01,307.0
1566,Verkehrsunfälle,mit Personenschäden,2017,12,307.0
959,Fluchtunfälle,Verletzte und Getötete,2017,01,22.0
960,Fluchtunfälle,Verletzte und Getötete,2017,02,41.0
961,Fluchtunfälle,Verletzte und Getötete,2017,03,36.0
962,Fluchtunfälle,Verletzte und Getötete,2017,04,36.0
963,Fluchtunfälle,Verletzte und Getötete,2017,05,60.0
964,Fluchtunfälle,Verletzte und Getötete,2017,06,54.0
965,Fluchtunfälle,Verletzte und Getötete,2017,07,65.0
1268,Verkehrsunfälle,insgesamt,2017,12,3494.0
1266,Verkehrsunfälle,insgesamt,2017,10,4198.0
366,Alkoholunfälle,Verletzte und Getötete,2017,04,10.0
374,Alkoholunfälle,Verletzte und Getötete,2017,12,17.0
368,Alkoholunfälle,Verletzte und Getötete,2017,06,27.0
1565,Verkehrsunfälle,mit Personenschäden,2017,11,373.0
1564,Verkehrsunfälle,mit Personenschäden,2017,10,490.0
1563,Verkehrsunfälle,mit Personenschäden,2017,09,430.0
1562,Verkehrsunfälle,mit Personenschäden,2017,08,447.0
1561,Verkehrsunfälle,mit Personenschäden,2017,07,611.0
1560,Verkehrsunfälle,mit Personenschäden,2017,06,568.0
1559,Verkehrsunfälle,mit Personenschäden,2017,05,545.0
1558,Verkehrsunfälle,mit Personenschäden,2017,04,365.0
1556,Verkehrsunfälle,mit Personenschäden,2017,02,277.0
1555,Verkehrsunfälle,mit Personenschäden,2017,01,242.0
661,Fluchtunfälle,insgesamt,2017,01,690.0
76,Alkoholunfälle,insgesamt,2017,12,42.0
74,Alkoholunfälle,insgesamt,2017,10,32.0
73,Alkoholunfälle,insgesamt,2017,09,47.0
72,Alkoholunfälle,insgesamt,2017,08,30.0
71,Alkoholunfälle,insgesamt,2017,07,52.0
70,Alkoholunfälle,insgesamt,2017,06,41.0
69,Alkoholunfälle,insgesamt,2017,05,29.0
68,Alkoholunfälle,insgesamt,2017,04,26.0
67,Alkoholunfälle,insgesamt,2017,03,36.0
66,Alkoholunfälle,insgesamt,2017,02,22.0
65,Alkoholunfälle,insgesamt,2017,01,19.0
367,Alkoholunfälle,Verletzte und Getötete,2017,05,16.0
75,Alkoholunfälle,insgesamt,2017,11,33.0
662,Fluchtunfälle,insgesamt,2017,02,846.0
1557,Verkehrsunfälle,mit Personenschäden,2017,03,407.0
664,Fluchtunfälle,insgesamt,2017,04,895.0
369,Alkoholunfälle,Verletzte und Getötete,2017,07,18.0
370,Alkoholunfälle,Verletzte und Getötete,2017,08,14.0
371,Alkoholunfälle,Verletzte und Getötete,2017,09,22.0
663,Fluchtunfälle,insgesamt,2017,03,1060.0
373,Alkoholunfälle,Verletzte und Getötete,2017,11,13.0
672,Fluchtunfälle,insgesamt,2017,12,873.0
372,Alkoholunfälle,Verletzte und Getötete,2017,10,16.0
670,Fluchtunfälle,insgesamt,2017,10,1052.0
669,Fluchtunfälle,insgesamt,2017,09,1009.0
665,Fluchtunfälle,insgesamt,2017,05,1070.0
667,Fluchtunfälle,insgesamt,2017,07,1064.0
668,Fluchtunfälle,insgesamt,2017,08,831.0
671,Fluchtunfälle,insgesamt,2017,11,925.0
666,Fluchtunfälle,insgesamt,2017,06,948.0
1546,Verkehrsunfälle,mit Personenschäden,2018,05,528.0
1545,Verkehrsunfälle,mit Personenschäden,2018,04,519.0
1544,Verkehrsunfälle,mit Personenschäden,2018,03,331.0
1543,Verkehrsunfälle,mit Personenschäden,2018,02,265.0
1542,Verkehrsunfälle,mit Personenschäden,2018,01,290.0
52,Alkoholunfälle,insgesamt,2018,01,22.0
53,Alkoholunfälle,insgesamt,2018,02,24.0
54,Alkoholunfälle,insgesamt,2018,03,32.0
55,Alkoholunfälle,insgesamt,2018,04,25.0
56,Alkoholunfälle,insgesamt,2018,05,34.0
57,Alkoholunfälle,insgesamt,2018,06,39.0
58,Alkoholunfälle,insgesamt,2018,07,51.0
59,Alkoholunfälle,insgesamt,2018,08,40.0
60,Alkoholunfälle,insgesamt,2018,09,36.0
1547,Verkehrsunfälle,mit Personenschäden,2018,06,622.0
1550,Verkehrsunfälle,mit Personenschäden,2018,09,528.0
1549,Verkehrsunfälle,mit Personenschäden,2018,08,456.0
1255,Verkehrsunfälle,insgesamt,2018,12,3550.0
61,Alkoholunfälle,insgesamt,2018,10,43.0
1254,Verkehrsunfälle,insgesamt,2018,11,4027.0
1253,Verkehrsunfälle,insgesamt,2018,10,4468.0
1252,Verkehrsunfälle,insgesamt,2018,09,4124.0
1553,Verkehrsunfälle,mit Personenschäden,2018,12,282.0
1251,Verkehrsunfälle,insgesamt,2018,08,3206.0
1250,Verkehrsunfälle,insgesamt,2018,07,4547.0
1548,Verkehrsunfälle,mit Personenschäden,2018,07,714.0
1249,Verkehrsunfälle,insgesamt,2018,06,4284.0
1247,Verkehrsunfälle,insgesamt,2018,04,4016.0
1246,Verkehrsunfälle,insgesamt,2018,03,3796.0
1245,Verkehrsunfälle,insgesamt,2018,02,3109.0
1244,Verkehrsunfälle,insgesamt,2018,01,3328.0
1552,Verkehrsunfälle,mit Personenschäden,2018,11,407.0
1551,Verkehrsunfälle,mit Personenschäden,2018,10,529.0
1248,Verkehrsunfälle,insgesamt,2018,05,3953.0
62,Alkoholunfälle,insgesamt,2018,11,31.0
1848,Verkehrsunfälle,Verletzte und Getötete,2018,09,645.0
1851,Verkehrsunfälle,Verletzte und Getötete,2018,12,348.0
955,Fluchtunfälle,Verletzte und Getötete,2018,10,60.0
956,Fluchtunfälle,Verletzte und Getötete,2018,11,37.0
957,Fluchtunfälle,Verletzte und Getötete,2018,12,37.0
63,Alkoholunfälle,insgesamt,2018,12,21.0
649,Fluchtunfälle,insgesamt,2018,02,774.0
650,Fluchtunfälle,insgesamt,2018,03,954.0
651,Fluchtunfälle,insgesamt,2018,04,1010.0
652,Fluchtunfälle,insgesamt,2018,05,994.0
653,Fluchtunfälle,insgesamt,2018,06,1034.0
654,Fluchtunfälle,insgesamt,2018,07,1151.0
655,Fluchtunfälle,insgesamt,2018,08,813.0
656,Fluchtunfälle,insgesamt,2018,09,1102.0
657,Fluchtunfälle,insgesamt,2018,10,1127.0
658,Fluchtunfälle,insgesamt,2018,11,929.0
659,Fluchtunfälle,insgesamt,2018,12,900.0
350,Alkoholunfälle,Verletzte und Getötete,2018,01,8.0
351,Alkoholunfälle,Verletzte und Getötete,2018,02,13.0
352,Alkoholunfälle,Verletzte und Getötete,2018,03,12.0
353,Alkoholunfälle,Verletzte und Getötete,2018,04,8.0
354,Alkoholunfälle,Verletzte und Getötete,2018,05,23.0
355,Alkoholunfälle,Verletzte und Getötete,2018,06,14.0
356,Alkoholunfälle,Verletzte und Getötete,2018,07,29.0
357,Alkoholunfälle,Verletzte und Getötete,2018,08,18.0
358,Alkoholunfälle,Verletzte und Getötete,2018,09,22.0
359,Alkoholunfälle,Verletzte und Getötete,2018,10,16.0
360,Alkoholunfälle,Verletzte und Getötete,2018,11,13.0
361,Alkoholunfälle,Verletzte und Getötete,2018,12,6.0
954,Fluchtunfälle,Verletzte und Getötete,2018,09,59.0
953,Fluchtunfälle,Verletzte und Getötete,2018,08,39.0
648,Fluchtunfälle,insgesamt,2018,01,860.0
951,Fluchtunfälle,Verletzte und Getötete,2018,06,49.0
1850,Verkehrsunfälle,Verletzte und Getötete,2018,11,485.0
1849,Verkehrsunfälle,Verletzte und Getötete,2018,10,616.0
1847,Verkehrsunfälle,Verletzte und Getötete,2018,08,529.0
1846,Verkehrsunfälle,Verletzte und Getötete,2018,07,852.0
1845,Verkehrsunfälle,Verletzte und Getötete,2018,06,732.0
1844,Verkehrsunfälle,Verletzte und Getötete,2018,05,640.0
1843,Verkehrsunfälle,Verletzte und Getötete,2018,04,619.0
1842,Verkehrsunfälle,Verletzte und Getötete,2018,03,383.0
1841,Verkehrsunfälle,Verletzte und Getötete,2018,02,328.0
952,Fluchtunfälle,Verletzte und Getötete,2018,07,72.0
1840,Verkehrsunfälle,Verletzte und Getötete,2018,01,350.0
948,Fluchtunfälle,Verletzte und Getötete,2018,03,35.0
950,Fluchtunfälle,Verletzte und Getötete,2018,05,43.0
946,Fluchtunfälle,Verletzte und Getötete,2018,01,40.0
947,Fluchtunfälle,Verletzte und Getötete,2018,02,40.0
949,Fluchtunfälle,Verletzte und Getötete,2018,04,44.0
934,Fluchtunfälle,Verletzte und Getötete,2019,02,26.0
935,Fluchtunfälle,Verletzte und Getötete,2019,03,44.0
936,Fluchtunfälle,Verletzte und Getötete,2019,04,35.0
937,Fluchtunfälle,Verletzte und Getötete,2019,05,41.0
938,Fluchtunfälle,Verletzte und Getötete,2019,06,61.0
939,Fluchtunfälle,Verletzte und Getötete,2019,07,81.0
940,Fluchtunfälle,Verletzte und Getötete,2019,08,37.0
941,Fluchtunfälle,Verletzte und Getötete,2019,09,55.0
942,Fluchtunfälle,Verletzte und Getötete,2019,10,45.0
943,Fluchtunfälle,Verletzte und Getötete,2019,11,41.0
944,Fluchtunfälle,Verletzte und Getötete,2019,12,43.0
45,Alkoholunfälle,insgesamt,2019,07,48.0
39,Alkoholunfälle,insgesamt,2019,01,22.0
40,Alkoholunfälle,insgesamt,2019,02,28.0
41,Alkoholunfälle,insgesamt,2019,03,34.0
42,Alkoholunfälle,insgesamt,2019,04,36.0
43,Alkoholunfälle,insgesamt,2019,05,39.0
50,Alkoholunfälle,insgesamt,2019,12,35.0
49,Alkoholunfälle,insgesamt,2019,11,29.0
933,Fluchtunfälle,Verletzte und Getötete,2019,01,32.0
48,Alkoholunfälle,insgesamt,2019,10,45.0
47,Alkoholunfälle,insgesamt,2019,09,47.0
46,Alkoholunfälle,insgesamt,2019,08,31.0
44,Alkoholunfälle,insgesamt,2019,06,40.0
1838,Verkehrsunfälle,Verletzte und Getötete,2019,12,378.0
337,Alkoholunfälle,Verletzte und Getötete,2019,01,7.0
340,Alkoholunfälle,Verletzte und Getötete,2019,04,18.0
339,Alkoholunfälle,Verletzte und Getötete,2019,03,22.0
338,Alkoholunfälle,Verletzte und Getötete,2019,02,7.0
635,Fluchtunfälle,insgesamt,2019,01,927.0
1827,Verkehrsunfälle,Verletzte und Getötete,2019,01,297.0
1828,Verkehrsunfälle,Verletzte und Getötete,2019,02,345.0
1829,Verkehrsunfälle,Verletzte und Getötete,2019,03,427.0
1830,Verkehrsunfälle,Verletzte und Getötete,2019,04,515.0
1831,Verkehrsunfälle,Verletzte und Getötete,2019,05,484.0
1832,Verkehrsunfälle,Verletzte und Getötete,2019,06,710.0
1833,Verkehrsunfälle,Verletzte und Getötete,2019,07,898.0
1834,Verkehrsunfälle,Verletzte und Getötete,2019,08,532.0
1835,Verkehrsunfälle,Verletzte und Getötete,2019,09,609.0
341,Alkoholunfälle,Verletzte und Getötete,2019,05,21.0
1836,Verkehrsunfälle,Verletzte und Getötete,2019,10,591.0
342,Alkoholunfälle,Verletzte und Getötete,2019,06,24.0
344,Alkoholunfälle,Verletzte und Getötete,2019,08,23.0
636,Fluchtunfälle,insgesamt,2019,02,883.0
637,Fluchtunfälle,insgesamt,2019,03,1005.0
638,Fluchtunfälle,insgesamt,2019,04,967.0
639,Fluchtunfälle,insgesamt,2019,05,1014.0
640,Fluchtunfälle,insgesamt,2019,06,994.0
641,Fluchtunfälle,insgesamt,2019,07,1187.0
642,Fluchtunfälle,insgesamt,2019,08,820.0
643,Fluchtunfälle,insgesamt,2019,09,996.0
644,Fluchtunfälle,insgesamt,2019,10,1088.0
645,Fluchtunfälle,insgesamt,2019,11,967.0
646,Fluchtunfälle,insgesamt,2019,12,925.0
348,Alkoholunfälle,Verletzte und Getötete,2019,12,12.0
347,Alkoholunfälle,Verletzte und Getötete,2019,11,19.0
346,Alkoholunfälle,Verletzte und Getötete,2019,10,20.0
345,Alkoholunfälle,Verletzte und Getötete,2019,09,20.0
343,Alkoholunfälle,Verletzte und Getötete,2019,07,34.0
1837,Verkehrsunfälle,Verletzte und Getötete,2019,11,453.0
1241,Verkehrsunfälle,insgesamt,2019,11,3805.0
1540,Verkehrsunfälle,mit Personenschäden,2019,12,326.0
1539,Verkehrsunfälle,mit Personenschäden,2019,11,383.0
1538,Verkehrsunfälle,mit Personenschäden,2019,10,500.0
1537,Verkehrsunfälle,mit Personenschäden,2019,09,533.0
1536,Verkehrsunfälle,mit Personenschäden,2019,08,451.0
1535,Verkehrsunfälle,mit Personenschäden,2019,07,762.0
1534,Verkehrsunfälle,mit Personenschäden,2019,06,615.0
1533,Verkehrsunfälle,mit Personenschäden,2019,05,416.0
1532,Verkehrsunfälle,mit Personenschäden,2019,04,426.0
1531,Verkehrsunfälle,mit Personenschäden,2019,03,369.0
1530,Verkehrsunfälle,mit Personenschäden,2019,02,289.0
1242,Verkehrsunfälle,insgesamt,2019,12,3462.0
1232,Verkehrsunfälle,insgesamt,2019,02,3442.0
1233,Verkehrsunfälle,insgesamt,2019,03,3940.0
1234,Verkehrsunfälle,insgesamt,2019,04,3781.0
1235,Verkehrsunfälle,insgesamt,2019,05,4046.0
1236,Verkehrsunfälle,insgesamt,2019,06,3727.0
1529,Verkehrsunfälle,mit Personenschäden,2019,01,243.0
1237,Verkehrsunfälle,insgesamt,2019,07,4763.0
1238,Verkehrsunfälle,insgesamt,2019,08,3214.0
1239,Verkehrsunfälle,insgesamt,2019,09,4042.0
1240,Verkehrsunfälle,insgesamt,2019,10,4348.0
1231,Verkehrsunfälle,insgesamt,2019,01,3440.0
37,Alkoholunfälle,insgesamt,2020,12,13.0
35,Alkoholunfälle,insgesamt,2020,10,34.0
34,Alkoholunfälle,insgesamt,2020,09,46.0
33,Alkoholunfälle,insgesamt,2020,08,46.0
32,Alkoholunfälle,insgesamt,2020,07,58.0
31,Alkoholunfälle,insgesamt,2020,06,49.0
30,Alkoholunfälle,insgesamt,2020,05,40.0
29,Alkoholunfälle,insgesamt,2020,04,26.0
28,Alkoholunfälle,insgesamt,2020,03,27.0
27,Alkoholunfälle,insgesamt,2020,02,40.0
26,Alkoholunfälle,insgesamt,2020,01,28.0
36,Alkoholunfälle,insgesamt,2020,11,23.0
633,Fluchtunfälle,insgesamt,2020,12,694.0
1526,Verkehrsunfälle,mit Personenschäden,2020,11,297.0
632,Fluchtunfälle,insgesamt,2020,11,864.0
1525,Verkehrsunfälle,mit Personenschäden,2020,10,489.0
1524,Verkehrsunfälle,mit Personenschäden,2020,09,555.0
1523,Verkehrsunfälle,mit Personenschäden,2020,08,487.0
1522,Verkehrsunfälle,mit Personenschäden,2020,07,717.0
1521,Verkehrsunfälle,mit Personenschäden,2020,06,496.0
1520,Verkehrsunfälle,mit Personenschäden,2020,05,416.0
1519,Verkehrsunfälle,mit Personenschäden,2020,04,314.0
1518,Verkehrsunfälle,mit Personenschäden,2020,03,270.0
1517,Verkehrsunfälle,mit Personenschäden,2020,02,306.0
1516,Verkehrsunfälle,mit Personenschäden,2020,01,301.0
622,Fluchtunfälle,insgesamt,2020,01,791.0
623,Fluchtunfälle,insgesamt,2020,02,870.0
624,Fluchtunfälle,insgesamt,2020,03,744.0
625,Fluchtunfälle,insgesamt,2020,04,607.0
627,Fluchtunfälle,insgesamt,2020,06,905.0
628,Fluchtunfälle,insgesamt,2020,07,1010.0
629,Fluchtunfälle,insgesamt,2020,08,735.0
630,Fluchtunfälle,insgesamt,2020,09,948.0
631,Fluchtunfälle,insgesamt,2020,10,997.0
1527,Verkehrsunfälle,mit Personenschäden,2020,12,270.0
626,Fluchtunfälle,insgesamt,2020,05,859.0
1227,Verkehrsunfälle,insgesamt,2020,10,3867.0
335,Alkoholunfälle,Verletzte und Getötete,2020,12,9.0
930,Fluchtunfälle,Verletzte und Getötete,2020,11,27.0
929,Fluchtunfälle,Verletzte und Getötete,2020,10,50.0
928,Fluchtunfälle,Verletzte und Getötete,2020,09,49.0
927,Fluchtunfälle,Verletzte und Getötete,2020,08,36.0
926,Fluchtunfälle,Verletzte und Getötete,2020,07,58.0
925,Fluchtunfälle,Verletzte und Getötete,2020,06,49.0
924,Fluchtunfälle,Verletzte und Getötete,2020,05,34.0
923,Fluchtunfälle,Verletzte und Getötete,2020,04,34.0
922,Fluchtunfälle,Verletzte und Getötete,2020,03,33.0
921,Fluchtunfälle,Verletzte und Getötete,2020,02,34.0
931,Fluchtunfälle,Verletzte und Getötete,2020,12,33.0
920,Fluchtunfälle,Verletzte und Getötete,2020,01,28.0
1218,Verkehrsunfälle,insgesamt,2020,01,3139.0
1219,Verkehrsunfälle,insgesamt,2020,02,3271.0
1220,Verkehrsunfälle,insgesamt,2020,03,2825.0
1221,Verkehrsunfälle,insgesamt,2020,04,2251.0
1222,Verkehrsunfälle,insgesamt,2020,05,3193.0
1223,Verkehrsunfälle,insgesamt,2020,06,3380.0
1224,Verkehrsunfälle,insgesamt,2020,07,4031.0
1225,Verkehrsunfälle,insgesamt,2020,08,3007.0
1226,Verkehrsunfälle,insgesamt,2020,09,3659.0
1229,Verkehrsunfälle,insgesamt,2020,12,2661.0
1825,Verkehrsunfälle,Verletzte und Getötete,2020,12,311.0
1824,Verkehrsunfälle,Verletzte und Getötete,2020,11,348.0
334,Alkoholunfälle,Verletzte und Getötete,2020,11,11.0
333,Alkoholunfälle,Verletzte und Getötete,2020,10,20.0
332,Alkoholunfälle,Verletzte und Getötete,2020,09,24.0
331,Alkoholunfälle,Verletzte und Getötete,2020,08,29.0
330,Alkoholunfälle,Verletzte und Getötete,2020,07,43.0
329,Alkoholunfälle,Verletzte und Getötete,2020,06,30.0
328,Alkoholunfälle,Verletzte und Getötete,2020,05,26.0
327,Alkoholunfälle,Verletzte und Getötete,2020,04,15.0
326,Alkoholunfälle,Verletzte und Getötete,2020,03,13.0
325,Alkoholunfälle,Verletzte und Getötete,2020,02,19.0
324,Alkoholunfälle,Verletzte und Getötete,2020,01,11.0
1814,Verkehrsunfälle,Verletzte und Getötete,2020,01,360.0
1815,Verkehrsunfälle,Verletzte und Getötete,2020,02,355.0
1816,Verkehrsunfälle,Verletzte und Getötete,2020,03,334.0
1817,Verkehrsunfälle,Verletzte und Getötete,2020,04,363.0
1818,Verkehrsunfälle,Verletzte und Getötete,2020,05,464.0
1819,Verkehrsunfälle,Verletzte und Getötete,2020,06,585.0
1820,Verkehrsunfälle,Verletzte und Getötete,2020,07,821.0
1821,Verkehrsunfälle,Verletzte und Getötete,2020,08,563.0
1822,Verkehrsunfälle,Verletzte und Getötete,2020,09,634.0
1823,Verkehrsunfälle,Verletzte und Getötete,2020,10,566.0
1228,Verkehrsunfälle,insgesamt,2020,11,3150.0
